FAERS_drug_match,lookup_value
MINIMS ARTIFICIAL TEARS (HYDROXYETHYLCELLULOSE),Camellia sinensis
MINT AND OTHER HERBAL TEAS,Camellia sinensis
MINT TEA,Camellia sinensis
MISCOTEARS,Camellia sinensis
MOISTURE DROPS (ARTIFICIAL TEARS),Camellia sinensis
MOISTURIZING TEARS,Camellia sinensis
MONIN CHANTEAUD KINESAMINE,Camellia sinensis
MONTEAL (NOS),Camellia sinensis
MORINGA OLEIFERA TEA (NO PREF. NAME),Camellia sinensis
MOTHER'S MILK TEA,Camellia sinensis
MOTHERS MILK TEA,Camellia sinensis
"MUCOTHIOL (CARBOCISTEINE/PROTEASE, )",Camellia sinensis
MULLENLEAF TEA W/C LOVE,Camellia sinensis
MURINE TEARS FOR DRY EYES,Camellia sinensis
MURINE TEARS PLUS REDNESS,Camellia sinensis
MUSHROOM TEA,Camellia sinensis
MUSHROOM TEA (PSILOCYBINE),Camellia sinensis
MYTEAR,Camellia sinensis
MYTEAR                             /00629201/,Camellia sinensis
MYTEAR /00629201/,Camellia sinensis
MYTEAR                             /00883501/,Camellia sinensis
MYTEAR ANTIBIOTIC EYE DROPS,Camellia sinensis
MYTEAR (ARTIFICIAL TEAR),Camellia sinensis
MYTEAR ARTIFICIAL TEAR,Camellia sinensis
MYTEAR [BORIC ACID],Camellia sinensis
MYTEAR [BORIC ACID;POTASSIUM CHLORIDE;SODIUM BICARBONATE;SODIUM CHLORI,Camellia sinensis
MYTEAR [CALCIUM CHLORIDE DIHYDRATE;POTASSIUM CHLORIDE],Camellia sinensis
MYTEAR PINT CARE EX,Camellia sinensis
NANO TEARS MXP FORTE CLEAR EMOLLIENT LUBRICANT,Camellia sinensis
NANO TEARS XP CLEAR EMOLLIENT LUBRICANT GEL DROPS,Camellia sinensis
NASATEAM,Camellia sinensis
NATURAL ANTIEMETIC GINGER TEA,Camellia sinensis
NATURAL BALANCE TEARS LUBRICANT EYE DROPS,Camellia sinensis
NATURAL BALANCE TEARS        MAJOR PHARMACEUTICALS,Camellia sinensis
NATURAL BAL SOL TEARS,Camellia sinensis
NATURAL OPHTHALMICS TEAR STIMULATION FORTE HOMEOPATHIC EYE DROPS,Camellia sinensis
NATURAL OPHTHALMICS WOMEN'S TEAR STIMULATION EYE DROPS,Camellia sinensis
NATURAL OPHTHALMICS WOMEN'S TEAR STIMULATION HOMEOPATHIS EYE DROPS,Camellia sinensis
NATURAL OPHTHAMALIC RX WOMEN'S TEAR STIMULATION,Camellia sinensis
NATURAL OPTHALMICS WOMEN'S TEAR STIMULATION,Camellia sinensis
NATURAL SUBSTANCE (NS) - SMOOTH MOVE TEA,Camellia sinensis
NATURAL TEAR DROPS,Camellia sinensis
NATURAL TEARS,Camellia sinensis
NATURAL TEARS 2,Camellia sinensis
NATURAL TEARS (ARTIFICIAL TEARS NOS),Camellia sinensis
NATURAL TEARS BY SIMLASIN,Camellia sinensis
NATURAL TEARS DROPS,Camellia sinensis
NATURAL TEARS EYE DROPS,Camellia sinensis
NATURAL TEARS (HYPROMELLOSE (+) SODIUM CHLORIDE),Camellia sinensis
NATURAL TEARS PRESERVATIVE FREE,Camellia sinensis
NATURAL TEARS (TEARS NATURALE /00635701/),Camellia sinensis
^NATURAL TEAS^,Camellia sinensis
NATURAL TEAS,Camellia sinensis
"NEEM OIL, TEA TREE OIL, LEMON OIL, LAVENDER OIL, THYME OIL, ROSEMARY OIL",Camellia sinensis
NEPHR-CARB STEADY,Camellia sinensis
NEPHRO CARB STEADY,Camellia sinensis
NEPHRO WITH CARB STEADY,Camellia sinensis
NEPRO CARB STEADY,Camellia sinensis
NEPRO/CARB STEADY,Camellia sinensis
NEPRO WITH CARB STEADY,Camellia sinensis
NETTLE LEAF TEA,Camellia sinensis
NEUTROGENA (CASTROL OIL/COCONUT OIL/STEARIC ACID/TROLAMINE LAURYLSULFA,Camellia sinensis
NEW TEARS,Camellia sinensis
NICOTEARS,Camellia sinensis
NO MORE TEARS,Camellia sinensis
NON NUCLEOSIDE PROTEASE INHIBITOR,Camellia sinensis
NO TEARS,Camellia sinensis
NO TEARS EYE DROPS,Camellia sinensis
NOVATEARS,Camellia sinensis
NOVOTEARS,Camellia sinensis
NOVO TEARS,Camellia sinensis
NUTRA TEAR,Camellia sinensis
OASIS TEAR PLUS,Camellia sinensis
OASIS TEARS PLUS (REHYDRON),Camellia sinensis
OASIS TEARS PRESERVATIVE-FREE LUBRICANT EYE DROPS,Camellia sinensis
OCCASIONAL HERBAL PEACH TEA,Camellia sinensis
OCCASIONAL TEA OR COFFEE,Camellia sinensis
OCOTEA,Camellia sinensis
OCULAR LUBRICANT (ARTIFICIAL TEARS),Camellia sinensis
"OCULENTUM SIMPLEX (CETOSTEARYL ALCOHOL, WOOL FAT, PARAFFIN, PETROLATUM",Camellia sinensis
OCUTEARS,Camellia sinensis
OMEGA-3 THERA TEARS,Camellia sinensis
ONDESTEANTON,Camellia sinensis
"ONE-A-DAY WOMEN'S (ACACIA SENEGAL, ASCORBIC ACID, BETACAROTENE, CALCIUM CARBONATE, CALCIUM PANTOTHENATE, CALCIUM SILICATE, CELLULOSE MICROCRYSTALLINE, COLECALCIFEROL, CROSCARMELLOSE SODIUM, CYANOCOBALAMIN, DEXTRIN, DL-ALPHA TOCOPHERYL ACETATE, FERROUS FUMARATE, FOLIC ACID, GELATIN, GLUCOSE, HYPROMELLOSE, LECITHIN, MACROGOL, MAGNESIUM OXIDE, MAGNESIUM STEARATE, NICOTINAMIDE, PYRIDOXINE HYDROCHLORIDE, RETINOL ACETATE, RIBOFLAVIN, SILICON DIOXIDE, STARCH, THIAMINE MONONITRATE, TITANIUM DIOXIDE, ZIN",Camellia sinensis
OPTILUBE/NATURAL TEARS,Camellia sinensis
OPTI TEARS EYE DROPS,Camellia sinensis
OPTIVE ARTIFICIAL TEARS,Camellia sinensis
ORESTEA,Camellia sinensis
ORGANIC HERBAL TEAS,Camellia sinensis
ORGANIC SMOOTH MOVE TEA,Camellia sinensis
OSELTEAMIVIR,Camellia sinensis
OSTEAL,Camellia sinensis
OTC ARTIFICIAL TEARS,Camellia sinensis
OTC ARTIFICIAL TEARS NOS,Camellia sinensis
OTC EYE DROPS (LIKE ARTIFICIAL TEARS),Camellia sinensis
OTC EYE DROPS LIKE VISINE OR TEAR DROPS,Camellia sinensis
OTC EYE LUBRICANT SUCH AS ARTIFICIAL TEARS,Camellia sinensis
OTC NATURAL TEARS,Camellia sinensis
OTC PRESERVATIVE FREE TEARS,Camellia sinensis
OTC TEAR DROP,Camellia sinensis
OTC TEARS,Camellia sinensis
OTC  TEARS,Camellia sinensis
OTEABLE,Camellia sinensis
OVER THE COUNTER ARTIFICIAL TEARS,Camellia sinensis
OVER THE COUNTER TEARS,Camellia sinensis
OXYCODONE- ACTEAMINOPHEN,Camellia sinensis
OXYCODONE+ACTEAMINOPHEN,Camellia sinensis
PANENTEA,Camellia sinensis
"PANKREOFLAT (PROTEASE, LIPASE, DIASTASE)",Camellia sinensis
"PANKREON FORTE (DIASTASE, LIPASE, OX BILE EXTRACT, PANCREATIN, PROTEAS",Camellia sinensis
PARAFFIN W/PROTEASE/SUBTILISIN,Camellia sinensis
PATEAR,Camellia sinensis
PEARLS PROBIOTIC SENNA TEA,Camellia sinensis
PEPPERMINT TEA,Camellia sinensis
PHENOBARBITAL    32.4MG  TABLET    QUALITEST/ RITEAID DRUGSTORE.COM,Camellia sinensis
PHOENIX TEARS OIL,Camellia sinensis
PHYLLANTHUS NIRURI TEA,Camellia sinensis
(PINELLIA AND HOELEN TEAS),Camellia sinensis
PLARETEASE (PANCREALIPASE),Camellia sinensis
PLASMA TEARS,Camellia sinensis
PLATEAU TRAVEL PLAZA LABEL NEW BASIN DISTILLING HAND SANITIZER,Camellia sinensis
POLITOSE (AMYLASE (+) CELLULASE (+) LIPASE (+) PANCREATIN (+) PROTEASE,Camellia sinensis
POLYTEARS,Camellia sinensis
POLY TEARS,Camellia sinensis
POLY-TEARS,Camellia sinensis
POLYTEARS DROPS,Camellia sinensis
POLYTEARS EYE DROPS,Camellia sinensis
POLYTEARS EYE DROPS (TRA),Camellia sinensis
POLYVIDONE W/POLYVINYL ALCOHOL (TEARS PLUS),Camellia sinensis
POME TEARS,Camellia sinensis
POPPY SEEDS FOR TEA,Camellia sinensis
PRED FORTEA?,Camellia sinensis
PREDNISOLONE/PREDNISOLONE STEAGLATE,Camellia sinensis
PREDNISOLONE STEAGLATE AND PREDNISOLONE,Camellia sinensis
PRESERVATIVE FREE ARTIFICAL TEARS,Camellia sinensis
PRESERVATIVE FREE ARTIFICIAL TEARS,Camellia sinensis
PRESERVATIVE-FREE ARTIFICIAL TEARS,Camellia sinensis
PRESERVATIVE FREE MOISTURE EYES-LUBRICANT EYE DROPS ARTIFICAL TEARS,Camellia sinensis
PRESERVATIVE FREE TEARS,Camellia sinensis
PRESERVATIVE-FREE TEARS,Camellia sinensis
PROTEAMIN,Camellia sinensis
PROTEAMIN 12X,Camellia sinensis
"PROTEAMIN 12X (AMINOACETIC ACID, XYLITOL, ASPARTIC ACID, AMINO ACIDS N",Camellia sinensis
PROTEASE INHIBITOR,Camellia sinensis
PROTEASE INHIBITOR NOS,Camellia sinensis
PROTEASE INHIBITOR (NOS),Camellia sinensis
"PROTEASE INHIBITOR (PROTEASE INHIBITOR NOS, PROTEASE INHIBITOR NOS)",Camellia sinensis
PROTEASE INHIBITOR (PROTEASE INHIBITORS),Camellia sinensis
PROTEASE INHIBITOR (UNSPECIFIED),Camellia sinensis
PROTEASE/PROTEASES (UNSPECIFIED),Camellia sinensis
PROTEASOME INHIBITOR,Camellia sinensis
PSYLLIUM FIBER KONSYL 1 TEASPOON,Camellia sinensis
PURALUBE TEARS,Camellia sinensis
PURE AID TEARS,Camellia sinensis
PURE LEAF ICED TEA CAFFEINE FREE,Camellia sinensis
QC ARTIFICIAL TEAR,Camellia sinensis
QC ARTIFICIAL TEARS,Camellia sinensis
RADISH TEA,Camellia sinensis
RASPBERRY TEA,Camellia sinensis
REAL TEARS,Camellia sinensis
RED RASPBERRY TEA,Camellia sinensis
RED TEA SUPPLEMENT,Camellia sinensis
REFERESH TEARS,Camellia sinensis
REFER TO ATTACHED LITEARATURE ARTICLE,Camellia sinensis
REFRESH EYE DROPS (TEARS PLUS),Camellia sinensis
REFRESH MEGA-3 ARTIFICIAL TEARS,Camellia sinensis
REFRESH OPTHALMIC OINT AND TEARS,Camellia sinensis
REFRESH PLUS ARTIFICIAL TEARS,Camellia sinensis
REFRESH PLUS TEARS,Camellia sinensis
REFRESH TEAR,Camellia sinensis
REFRESH TEAR (CARMELOSE SODIUM) (DROPS),Camellia sinensis
REFRESH TEAR DRIO,Camellia sinensis
REFRESH TEAR DRO,Camellia sinensis
REFRESH-TEARS,Camellia sinensis
REFRESH TEARS 0.5% DROPS,Camellia sinensis
REFRESH TEARS 0/5% OPTH SOLN,Camellia sinensis
REFRESH TEARS (ALL OTHER THERAPEUTIC PRODUCTS),Camellia sinensis
REFRESH TEARS(CARBOXYMETHYLCELLULOSE SODIUM),Camellia sinensis
REFRESH TEARS (CARMELLOSE SODIUM),Camellia sinensis
REFRESH TEARS(CARMELLOSE SODIUM),Camellia sinensis
REFRESH TEARS DROP (TEARS PLUS) DROPS,Camellia sinensis
REFRESH TEARS LUBRICANT EYE DROPS,Camellia sinensis
REFRESH TEARS OTC,Camellia sinensis
REFRESH (TEARS PLUS),Camellia sinensis
REFRESH TEARS PLUS,Camellia sinensis
REFRESH TEARS PLUS (CARMELLOSE SODIUM),Camellia sinensis
REFRESH TEARS PLUS EYE DROPS,Camellia sinensis
REFRESH(TEARS PLUS)(UNKNOWN),Camellia sinensis
REPHRESH ARTIFICIAL TEARS (CARBOMER\GLYCERIN\POLYCARBOPHIL),Camellia sinensis
REPHRESH TEARS,Camellia sinensis
RESTASIS TEARS,Camellia sinensis
RETAINE PRESERVATIVE FREE TEARS,Camellia sinensis
RITE AID ARTIFICIAL TEARS,Camellia sinensis
RITEAID BRAND MUCUS RELIEF DM MAX STRENGTH LIQUID (DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN),Camellia sinensis
RITEAID DIGESTIVE ENZYMES (N*ZIMES AND CERECALASE PROPRIETARY BLENDS),Camellia sinensis
RITEAID PLP,Camellia sinensis
RITEAID PLP (NCH),Camellia sinensis
RITEAID PLP (NCH) (NICOINE) TRANS-THERAPEUTIC-SYSTEM,Camellia sinensis
RITEAID STEP 1 21MG,Camellia sinensis
RITEAID STEP 2 14MG,Camellia sinensis
RITEAID STEP 2 14MG(NCH)(NCOTINE) TRANS-THERAPEUTIC-SYSTEM,Camellia sinensis
RITEAID VAGICAINE CREME MAXIMUM,Camellia sinensis
RO 5190591 (HCV PROTEASE INHIBITOR),Camellia sinensis
ROOT TEA,Camellia sinensis
ROSE LAVENDER TEA,Camellia sinensis
ROSEMARY TEA,Camellia sinensis
SAGE TEA,Camellia sinensis
SCH 503034  (HCV PROTEASE INHIBITOR),Camellia sinensis
SCH 503034 (S-P) (HCV PROTEASE INHIBITOR),Camellia sinensis
SCH 503034 (S-P) (HCV PROTEASE INHIBITOR) (SCH 503034),Camellia sinensis
SEPTEAL,Camellia sinensis
SERTEALINE,Camellia sinensis
SERUM TEARS,Camellia sinensis
SEVERAL DIFFERENT OTC NATURAL TEARS NOS,Camellia sinensis
"SIMILASE, BEFORE MEALS (MICROBIAL ENZYMES: AMYLASE, PROTEASE I, II, III, IV, LIPASE I, II, LACTASE I, II, PHYTASE, CELLULASE I, II, SUCRASE, MALTASE)",Camellia sinensis
SINUPRET [ASCORBIC ACID;GENTIANA LUTEA ROOT;PRIMULA SPP. FLOWER;RUMEX,Camellia sinensis
"SINUPRET (ASCORBIC ACID, GENTIAN, GENTIANA LUTEA ROOT, PIMULA FLOWERS,",Camellia sinensis
"SINUPRET (ASCORBIC ACID, GENTIAN, GENTIANA LUTEA ROOT, PRIMULA FLOWERS",Camellia sinensis
SINUPRET [GENTIANA LUTEA ROOT;PRIMULA SPP. FLOWER;RUMEX SPP. HERB;SAMB,Camellia sinensis
SLEEPING TEA (SWEET DREAMS BRAND),Camellia sinensis
SLEEPYTIME HERBAL TEA (CHAMOMILE AND PEPPERMINT),Camellia sinensis
SLEEPY TIME PLUS TEA WITH VALARIUM,Camellia sinensis
SLEEPYTIME TEA (BLACKBERRY (+) CHAMOMILE (+) HAWTHORN (+) LINDEN (+) ORANGE (+) ROSE (UNSPECIFIED) (+) SPEARMINT (+) WEST INDIAN LEMONGRASS0,Camellia sinensis
SLIPPERY ELM TEA,Camellia sinensis
SMOOTH MOVE HERBAL TEA,Camellia sinensis
SMOOTH MOVE LAXATIVE TEA,Camellia sinensis
SMOOTH MOVE (SENNA) TEABAG,Camellia sinensis
SMOOTH MOVE TEA,Camellia sinensis
"SMP (SODIUM BICARBONATE, SCOPOLIACARNIOLICA EXTRACT, GENTIANA LUTEA RO",Camellia sinensis
SNO TEARS,Camellia sinensis
SNO TEARS 1.4%,Camellia sinensis
SODIUM CARBOXYMETHYLCELLULOSE -THERA-TEARS?,Camellia sinensis
SOFTEAR,Camellia sinensis
SOFTEAR (CYANOCOBALAMIN),Camellia sinensis
SOFTSANTEAR,Camellia sinensis
SOFT SANTEAR,Camellia sinensis
SOFT-SANTEAR,Camellia sinensis
SOFT SANTEAR (AGENTS FOR OPHTHALMIC USE) EYE DROPS,Camellia sinensis
SOFT SANTEAR (GENERIC),Camellia sinensis
"SOFT SANTEAR (POTASSIUM CHLORIDE, SODIUM CHLORIDE)",Camellia sinensis
SOFTSANTEAR (POTASSIUM CHLORIDE/SODIUM CHLORIDE),Camellia sinensis
SOLUTIONS FOR PARENTEAL NUTRITION,Camellia sinensis
SOOTHE ARTIFICIAL TEARS,Camellia sinensis
SOOTHES TEARDROPS,Camellia sinensis
SOURSOP TEA,Camellia sinensis
SPEARMINT TEA,Camellia sinensis
SPECIAL TEAS,Camellia sinensis
STAE BULK 243 (AGROSTIS GIGANTEA POLLEN),Camellia sinensis
STEAM VAPOR TREATMENTS,Camellia sinensis
^STEARLY^,Camellia sinensis
STEATEL,Camellia sinensis
STEAVIT,Camellia sinensis
STEAVIT D3,Camellia sinensis
STERILID THERA-TEARS,Camellia sinensis
STERITEARS,Camellia sinensis
STINGING NETTLE TEA,Camellia sinensis
STONE (A TEA) FOR SPINAL ARTHRITIS,Camellia sinensis
SUNITINIB (PROTEASE INHIBITORS),Camellia sinensis
SUPPLEMENT CONTAINING MICOCRYSTALLINE CELLULOSE AND MANGESIUM STEARATE,Camellia sinensis
SUSTAIN TEARS,Camellia sinensis
SUSTAIN-TEARS,Camellia sinensis
SWEETEASE NATURAL,Camellia sinensis
SYSTANE ARTIFICIAL TEARS,Camellia sinensis
SYSTANE-ARTIFICIAL TEARS,Camellia sinensis
SYSTANE TEAR DROPS,Camellia sinensis
SYSTANE TEARS,Camellia sinensis
TAUNTON BAY SOAP COMPANY RED VEIN TEA-1LB. PACKAGE (KRATOM),Camellia sinensis
TAXATEAR,Camellia sinensis
TAZTEA,Camellia sinensis
TEA (DANDELION ROOT),Camellia sinensis
TEAL 24,Camellia sinensis
TEALOSE,Camellia sinensis
TEAMAZEPAM,Camellia sinensis
TEAMINE CREAM,Camellia sinensis
TEAMZEPAM,Camellia sinensis
TEA NATURAL,Camellia sinensis
TEAPOL,Camellia sinensis
TEAR,Camellia sinensis
TEAR AGAIN HYDRATE,Camellia sinensis
TEARBALANCE,Camellia sinensis
TEARBALANCE (HYALURONATE SODIUM),Camellia sinensis
TEARBALANCE MINIMS,Camellia sinensis
TEARBALANCE OPHTHALMIC SOLUTION,Camellia sinensis
TEARDROPS,Camellia sinensis
TEAR DROPS,Camellia sinensis
TEARDROPS                          /00880201/,Camellia sinensis
TEAR DROPS NOS,Camellia sinensis
TEAR DROPS (UNSPECIFIED),Camellia sinensis
TEAR DUCT PLUGS,Camellia sinensis
TEAR EYE DROPS,Camellia sinensis
TEARGEL,Camellia sinensis
TEAR GEL,Camellia sinensis
TEAR-GEL,Camellia sinensis
TEAR GEL 0.8%,Camellia sinensis
TEAR LUBE,Camellia sinensis
TEAR OINMENT,Camellia sinensis
TEAR OINTMENT,Camellia sinensis
TEARPROL,Camellia sinensis
TEARS,Camellia sinensis
TEARS ADVANCED MOISTURE SPRAY,Camellia sinensis
TEARS AGAIN [CHLOROBUTANOL;EDETATE DISODIUM;POLYVINYL ALCOHOL],Camellia sinensis
TEARS AGAIN HYDRATE EYE FORMULATION,Camellia sinensis
TEARS AGAIN HYDRATE SOFTGELS,Camellia sinensis
TEARS FOR DRY EYE,Camellia sinensis
TEARS FREE,Camellia sinensis
TEARS GEL,Camellia sinensis
TEARS [HYALURONATE SODIUM],Camellia sinensis
TEARS HYDRATE,Camellia sinensis
TEARS II,Camellia sinensis
TEARSINE,Camellia sinensis
TEARS LUBRICATING EYE DROPS,Camellia sinensis
TEARS NATURALE COLLYRIUM,Camellia sinensis
TEARS NATURALE EYE DROPS,Camellia sinensis
TEARS NATURALE F,Camellia sinensis
TEARS NATURALE FORTE(TEARS NATURALE FORTE) OPHTHALMIC SOLUTION EYE DRO,Camellia sinensis
TEARS NATURALE FREE                /00134201/,Camellia sinensis
TEARS NATURALE FREE//DEXTRAN,Camellia sinensis
TEARS NATURALE FREE EYE DROPS,Camellia sinensis
TEARS NATURALE II,Camellia sinensis
TEARS NATURALE II                  /00134201/,Camellia sinensis
TEARS NATURALE II /00134201/,Camellia sinensis
TEARS NATURALE II                  /06129701/,Camellia sinensis
TEARS NATURALE II [DEXTRAN 70;HYPROMELLOSE],Camellia sinensis
TEARS NATURALE II OPHTHALMIC DROPS,Camellia sinensis
TEARS NATURALE II POLYQUAD,Camellia sinensis
TEARS NATURAL FORT,Camellia sinensis
TEARS NATURAL FREE,Camellia sinensis
TEARS NATURAL FREE                 /00134201/,Camellia sinensis
TEARS NATURAL II,Camellia sinensis
TEARS NATURALLE,Camellia sinensis
TEARS NATURALLE FREE NOS,Camellia sinensis
TEARS NATURAL PF,Camellia sinensis
"TEARS NATURALS FREE (TEARS NATUREALS) EYE  DROPS, LOT# 90275 EYE DRPOP",Camellia sinensis
TEARS NATURALS OPHTHALMIC,Camellia sinensis
TEARS NATURELLE,Camellia sinensis
TEARS NATURELLE FREE,Camellia sinensis
TEARS NOS,Camellia sinensis
TEAR SOLUTION,Camellia sinensis
TEARS (OTC),Camellia sinensis
TEARS OTC EYE DROPS,Camellia sinensis
TEARS PLUS,Camellia sinensis
TEARS PLUS                         /00880201/,Camellia sinensis
TEARS PLUS 1.4%,Camellia sinensis
TEARS PLUS SOLUTION,Camellia sinensis
TEARS PLUS (TEARS PLUS),Camellia sinensis
TEARS PURE,Camellia sinensis
TEARS PURE DROPS,Camellia sinensis
TEARS-TEARS,Camellia sinensis
TEARS TUIE,Camellia sinensis
TEARS (UNK INGREDIENTS),Camellia sinensis
TEAS,Camellia sinensis
TEASEL,Camellia sinensis
TEASEL TINCTURE,Camellia sinensis
TEASPOON OF VINEGAR WITH A TEASPOON  SOUR CHERRY SYRUP,Camellia sinensis
TEATAR,Camellia sinensis
TEA THREE OIL (MELALEUCA ALTERNIFOLIA OIL),Camellia sinensis
TEA TREE COMPOUND,Camellia sinensis
TEA TREE GRAPEFRUIT WASH,Camellia sinensis
TEA TREE (MELALEUCA ALTERNIFOLIA OIL),Camellia sinensis
TEATREE OIL,Camellia sinensis
TEA TREE OIL(MELALEUCA ALTERNIFOLIA OIL),Camellia sinensis
TEA TREE SKIN CLEANSING FACIAL WASH,Camellia sinensis
TEATROIS,Camellia sinensis
TEATURNA,Camellia sinensis
TEA USING LEMON ZEST AND FRESH GRATED GINGER,Camellia sinensis
TERA-TEARS,Camellia sinensis
TERY TEARS,Camellia sinensis
THEARTEARS,Camellia sinensis
THEA TEARS,Camellia sinensis
THE BODY SHOP TEA TREE FACE WASH,Camellia sinensis
THERATEA,Camellia sinensis
THERA TEAR,Camellia sinensis
THERA TEAR LUBRICANT,Camellia sinensis
THERA-TEARS,Camellia sinensis
THERA TEARS ALLERGY,Camellia sinensis
THERATEARS ALLERGY,Camellia sinensis
THERATEARS ALLERGY EYE ITCH RELIEF,Camellia sinensis
THERA-TEARS (CARMELLOSE SODIUM),Camellia sinensis
THERA-TEARS DEY EYE,Camellia sinensis
THERA TEARS EYE,Camellia sinensis
THERA TEARS EYE DROPS,Camellia sinensis
THERA TEARS EYE NUTRITION,Camellia sinensis
THERA-TEARS GEL CAP,Camellia sinensis
THERATEARS GEL CAPS,Camellia sinensis
THERATEARS LUBRICATION EYE DROPS,Camellia sinensis
THERA TEARS NUTRITION,Camellia sinensis
THERATEARS NUTRITION OMEGA-3,Camellia sinensis
THERA TEARS NUTRITION SUPPLEMENT,Camellia sinensis
THERATEARS NUTRITION WITH OMEGA-3,Camellia sinensis
THERA TEARS PF EYE DROPS,Camellia sinensis
THERA TEARS SUPPLEMENT,Camellia sinensis
THERATEARS SUPPLEMENT,Camellia sinensis
THERMATEARS,Camellia sinensis
THILO TEARS,Camellia sinensis
THILO-TEARS,Camellia sinensis
THILO-TEARS AUGENTROPFEN,Camellia sinensis
THREATEARS EYE DROPS,Camellia sinensis
THYME/GINGER TEA,Camellia sinensis
THYME TEA,Camellia sinensis
TJERA TEARS STERILID,Camellia sinensis
TOPCARE ARTIFICIAL TEARS,Camellia sinensis
TOPIRAMATE/TOPTOPIRAMATEAMAX,Camellia sinensis
TOPTEAR,Camellia sinensis
TOPTOPIRAMATEAMAX,Camellia sinensis
TOPTOPIRAMATEAMAX(),Camellia sinensis
TRUE TEAR,Camellia sinensis
TRUE TEARS,Camellia sinensis
TUMERIC ROOT TEA,Camellia sinensis
TUMERIC TEA,Camellia sinensis
TURMERIC + MEADOWSWEET + GINGER HERBAL TEA,Camellia sinensis
TURMERIC TEA,Camellia sinensis
"TYLENOL CHILDRENS ORAL SUSPENSIO 80MG/-1/2- TEASPOON MCNEIL PPC, INC",Camellia sinensis
UNIDENTIFIED ARTIFICIAL TEARS,Camellia sinensis
UNKNOWN ARTIFICIAL TEARS,Camellia sinensis
UNSPECIFIED ARTIFICIAL TEAR,Camellia sinensis
UNSPECIFIED ARTIFICIAL TEARS,Camellia sinensis
UNSPECIFIED PROTEASE INHIBITOR,Camellia sinensis
UNSPECIFIED TEA TREE OIL CLEANSER,Camellia sinensis
UNWASHED POPPY SEEDS / POPPY SEED TEA,Camellia sinensis
UREA+SERINE+HISTIDINE+GLYCERINE+PROTEASE+ALLANTOINE+ACID SALICYLIC,Camellia sinensis
URINARY TRACT INFECTION TEA,Camellia sinensis
VALERAN ROOT TEA,Camellia sinensis
VALERIANA TEA,Camellia sinensis
VALERIAN ROOT TEA,Camellia sinensis
VALERIAN TEA,Camellia sinensis
VALERIAN TEAS,Camellia sinensis
VAPOSTEAM,Camellia sinensis
VASELINE+LANOLINE (TEARS),Camellia sinensis
VICKS VAPOSTEAM LIQUID MEDICATION,Camellia sinensis
VIIBRYM 40MG TARGET PHARMACY KCMO CHOUTEAU,Camellia sinensis
VISCO TEARS,Camellia sinensis
VISCOTEARS LIQUID GEL,Camellia sinensis
VISCOTEARS (NVO),Camellia sinensis
VISCOTEARS/TEARGEL,Camellia sinensis
VISCOTEARS (VISCOTEARS),Camellia sinensis
VISINE ADVANCE TRUE TEARS,Camellia sinensis
"VISINE PURE TEARS (GLYCERIN, POLYETHYLENE GLYCOL, HYDROXYPROPOYLMETHYL",Camellia sinensis
"VISINE PURE TEARS (GLYCERIN, POLYETHYLENE GLYCOL, HYDROXYPROPYLETHYLCE",Camellia sinensis
"VISINE PURE TEARS (GLYCERIN, POLYETHYLENE GLYCOL, HYDROXYPROPYLMETHYLC",Camellia sinensis
VISINE TEARS,Camellia sinensis
VISINE TEARS DRY EYE RELIEF,Camellia sinensis
"VISINE TEARS (GLYCERIN, HYDROXYPROPYLMETHYLCELLULOSE, POLYETHYLENE, GL",Camellia sinensis
"VISINE TEARS (GLYCERIN, HYDROXYPROPYLMETHYLCELLULOSE, POLYETHYLENE GLY",Camellia sinensis
"VISINE TEARS    (GLYCERIN, POLYETHYLENE GLYCOL, HYDROXYPROPYLMETHYLCEL",Camellia sinensis
"VISINE TEARS ( GLYCERIN, POLYETHYLENE GLYCOL, HYDROXYPROPYLMETHYLCELLU",Camellia sinensis
"VISINE TEARS (GLYCERIN, POLYETHYLENE GLYCOL,  HYDROXYPROPYLMETHYLCELLU",Camellia sinensis
"VISINE TEARS (GLYCERIN, POLYETHYLENE GLYCOL, HYDROXYPROPYLMETHYLCELLUL",Camellia sinensis
"VISINE TEARS (GLYCERIN, POLYRTHYLENE GLYCOL, HYDROXYPROPYLMETHYLCELLUL",Camellia sinensis
VISINE TEARS LASTING RELIEF,Camellia sinensis
VISINE TEARS LONG LASTING DRY EYE RELIEF,Camellia sinensis
"VISINE TEARS PRESERVATIVE FREE (GLYCERIN, HYDROXYPROPYLMETHYLCELLULOSE",Camellia sinensis
"VISINE TEARS PRESERVATIVE FREE (GLYCERIN, POLYETHYLENE GLYCOL, HYDROXY",Camellia sinensis
VISINE TEARS (TETRYZOLINE HYDROCHLORIDE),Camellia sinensis
VISOTEARS,Camellia sinensis
VITAL TEARS,Camellia sinensis
WALGREEN GENERIC TEARS,Camellia sinensis
WALGREENS ARTIFICIAL TEARS BENZALKONIUM CHLORIDE 0.01% WALGREENS CO.,Camellia sinensis
WALGREENS ARTIFICIAL TEARS LUBRICANT EYE DROPS,Camellia sinensis
WALGREEN'S ARTIFICIAL TEARS NOS,Camellia sinensis
WALMART ARTIFICIAL TEARS,Camellia sinensis
WHITE MAENG DA HERBAL TEA KRATOM,Camellia sinensis
ZATEAN - PN,Camellia sinensis
