"name"	"latin_binomial"
JAPANESE KADSURA WHOLE	KADSURA JAPONICA
JAPANESE KADSURA [HOC]	KADSURA JAPONICA
KADSURA MATSUDAE WHOLE	KADSURA JAPONICA
KADSURA JAPONICA (L.) DUNAL	KADSURA JAPONICA
KADSURA JAPONICA [WHO-DD]	KADSURA JAPONICA
VEREIA CRENATA WHOLE	KALANCHOE CRENATA
VEREIA NUDICAULIS WHOLE	KALANCHOE CRENATA
KALANCHOE VEREA WHOLE	KALANCHOE CRENATA
COTYLEDON CRENATA WHOLE	KALANCHOE CRENATA
KALANCHOE BRITTENII WHOLE	KALANCHOE CRENATA
VEREIA AEGYPTIACA WHOLE	KALANCHOE CRENATA
FLAME KALANCHOE WHOLE	KALANCHOE CRENATA
COTYLEDON AEGYPTIACA WHOLE	KALANCHOE CRENATA
KALANCHOE HIRTA WHOLE	KALANCHOE CRENATA
NEVER-DIE WHOLE	KALANCHOE CRENATA
KALANCHOE BRASILICA WHOLE	KALANCHOE CRENATA
KALANCHOE BRASILIENSIS WHOLE	KALANCHOE CRENATA
KALANCHOE CRENATA (ANDREWS) HAW.	KALANCHOE CRENATA
KALANCHOE AFZELIANA WHOLE	KALANCHOE CRENATA
KALANCHOE COCCINEA WHOLE	KALANCHOE CRENATA
COTYLEDON BRASILICA WHOLE	KALANCHOE CRENATA
COTYLEDON NUDICAULIS WHOLE	KALANCHOE CRENATA
COTYLEDON VEREA WHOLE	KALANCHOE CRENATA
KALANCHOE CRENATA WHOLE	KALANCHOE CRENATA
GARRETIA ANTHOTECA WHOLE	KHAYA ANTHOTHECA
KHAYA WILDEMANII WHOLE	KHAYA ANTHOTHECA
NYASALAND MAHOGANY WHOLE	KHAYA ANTHOTHECA
KHAYA EURYPHYLLA WHOLE	KHAYA ANTHOTHECA
KHAYA AGBOENSIS WHOLE	KHAYA ANTHOTHECA
KHAYA NYASICA WHOLE	KHAYA ANTHOTHECA
KHAYA MILDBRAEDII WHOLE	KHAYA ANTHOTHECA
KHAYA ANTHOTHECA (WELW.) C.DC.	KHAYA ANTHOTHECA
KHAYA ANTHOTHECA WHOLE	KHAYA ANTHOTHECA
KNAUTIA INVOLUCRATA WHOLE	KNAUTIA ARVENSIS
KNAUTIA ARVENSIS (L.) COULT.	KNAUTIA ARVENSIS
KNAUTIA PANNONICA WHOLE	KNAUTIA ARVENSIS
KNAUTIA SUBACAULIS WHOLE	KNAUTIA ARVENSIS
KNAUTIA EXALTATA WHOLE	KNAUTIA ARVENSIS
KNAUTIA HIRSUTE WHOLE	KNAUTIA ARVENSIS
KNAUTIA BUDENSIS WHOLE	KNAUTIA ARVENSIS
SCABIOSA HIRSUTA WHOLE	KNAUTIA ARVENSIS
KNAUTIA INDIVISA WHOLE	KNAUTIA ARVENSIS
TRICHERA EXALTATA WHOLE	KNAUTIA ARVENSIS
KNAUTIA ALBOI WHOLE	KNAUTIA ARVENSIS
TRICHERA HIRSUTE WHOLE	KNAUTIA ARVENSIS
TRICHERA VIRGATE WHOLE	KNAUTIA ARVENSIS
TRICHERA BOSNIACA WHOLE	KNAUTIA ARVENSIS
TRICHERA INDIVISA WHOLE	KNAUTIA ARVENSIS
SCABIOSA HIRSUTE WHOLE	KNAUTIA ARVENSIS
SCABIOSA BOHEMICA WHOLE	KNAUTIA ARVENSIS
COLUMBARIA PRATENSIS WHOLE	KNAUTIA ARVENSIS
SCABIOSA CAMPESTRIS WHOLE	KNAUTIA ARVENSIS
SCABIOSA VULGARIS WHOLE	KNAUTIA ARVENSIS
SCABIOSA ARVENSIS WHOLE	KNAUTIA ARVENSIS
TRICHERA COMMUNIS WHOLE	KNAUTIA ARVENSIS
KNAUTIA PSEUDOLONGIFOLIA WHOLE	KNAUTIA ARVENSIS
KNAUTIA ARVENSIS WHOLE	KNAUTIA ARVENSIS
TRICHERA VIRGATA WHOLE	KNAUTIA ARVENSIS
KNAUTIA ALPIGENA WHOLE	KNAUTIA ARVENSIS
TRICHERA HIRSUTA WHOLE	KNAUTIA ARVENSIS
KNAUTIA VARIABILIS WHOLE	KNAUTIA ARVENSIS
KNAUTIA BOSNIACA WHOLE	KNAUTIA ARVENSIS
KNAUTIA NEGLECTA WHOLE	KNAUTIA ARVENSIS
FIELD SCABIOSA WHOLE	KNAUTIA ARVENSIS
KNAUTIA CUPULARIS WHOLE	KNAUTIA ARVENSIS
TRICHERA DUMETORUM WHOLE	KNAUTIA ARVENSIS
KNAUTIA DUMETORUM WHOLE	KNAUTIA ARVENSIS
KNAUTIA TIMEROYI WHOLE	KNAUTIA ARVENSIS
TRICHERA TRIVIALIS WHOLE	KNAUTIA ARVENSIS
TRICHERA ARVENSIS WHOLE	KNAUTIA ARVENSIS
BLUEBUTTONS WHOLE	KNAUTIA ARVENSIS
KNAUTIA INVOLUCRATE WHOLE	KNAUTIA ARVENSIS
KNAUTIA CAMPESTRIS WHOLE	KNAUTIA ARVENSIS
KNAUTIA BOHEMICA WHOLE	KNAUTIA ARVENSIS
SCABIOSA BELLIDIFOLIA WHOLE	KNAUTIA ARVENSIS
SCABIOSA PRATENSIS WHOLE	KNAUTIA ARVENSIS
KNAUTIA CERETANA WHOLE	KNAUTIA ARVENSIS
KNAUTIA BORDEREI WHOLE	KNAUTIA ARVENSIS
KNAUTIA HIRSUTA WHOLE	KNAUTIA ARVENSIS
KNAUTIA LEUCOPHAEA WHOLE	KNAUTIA ARVENSIS
TRICHERA BOHEMICA WHOLE	KNAUTIA ARVENSIS
TRICHERA MOLLIS WHOLE	KNAUTIA ARVENSIS
TRICHERA CAMPESTRIS WHOLE	KNAUTIA ARVENSIS
FIELD SCABIOUS WHOLE	KNAUTIA ARVENSIS
ANISODENS ARVENSIS WHOLE	KNAUTIA ARVENSIS
TRICHERA TIMEROYI WHOLE	KNAUTIA ARVENSIS
KNAUTIA COMMUNIS WHOLE	KNAUTIA ARVENSIS
SUCCISA ARVENSIS WHOLE	KNAUTIA ARVENSIS
LACHNANTHES TINCTORIA WHOLE	LACHNANTHES CAROLINIANA
DILATRIS TINCTORIA WHOLE	LACHNANTHES CAROLINIANA
HERITIERA GMELINII WHOLE	LACHNANTHES CAROLINIANA
LACHNANTHES CAROLIANA (LAM.) DANDY WHOLE	LACHNANTHES CAROLINIANA
CAROLINA REDROOT WHOLE	LACHNANTHES CAROLINIANA
DILATRIS HERITIERA WHOLE	LACHNANTHES CAROLINIANA
LACHNANTHES TINCTORIA [HPUS]	LACHNANTHES CAROLINIANA
LACHNANTHES CAROLINIANA WHOLE	LACHNANTHES CAROLINIANA
HERITIERA TINCTORIUM WHOLE	LACHNANTHES CAROLINIANA
LACHNANTHES CAROLINIANA	LACHNANTHES CAROLINIANA
DILATRIS CAROLINIANA WHOLE	LACHNANTHES CAROLINIANA
GYROTHECA TINCTORIA WHOLE	LACHNANTHES CAROLINIANA
LACHNANTHES CAROLINIANA [WHO-DD]	LACHNANTHES CAROLINIANA
ANONYMOS TINCOTRIA WHOLE	LACHNANTHES CAROLINIANA
LACHNANTHES CAROLINIANA (LAM.) DANDY WHOLE	LACHNANTHES CAROLINIANA
LEONTODON ACUTISSIMUS WHOLE	LACTUCA INDICA
LACTUCA MAURITIANA WHOLE	LACTUCA INDICA
PRENANTHES SQUARROSA WHOLE	LACTUCA INDICA
LACTUCA DRACOGLOSSA WHOLE	LACTUCA INDICA
PTEROCYPSELA LACINIATA WHOLE	LACTUCA INDICA
LACTUCA INDICA [WHO-DD]	LACTUCA INDICA
LACTUCA BIALATA WHOLE	LACTUCA INDICA
PTEROCYPSELA INDICA WHOLE	LACTUCA INDICA
PRENANTHES LACINIATA WHOLE	LACTUCA INDICA
LACTUCA BREVIROSTRIS WHOLE	LACTUCA INDICA
INDIAN LETTUCE WHOLE	LACTUCA INDICA
CHONDRILLA SQUARROSA WHOLE	LACTUCA INDICA
LACTUCA HOATIENSIS WHOLE	LACTUCA INDICA
LACTUCA INDICA WHOLE	LACTUCA INDICA
PTEROCYPSELA INDIVISA WHOLE	LACTUCA INDICA
BRACHYRAMPHUS SINICUS WHOLE	LACTUCA INDICA
LACTUCA AMURENSIS WHOLE	LACTUCA INDICA
LACTUCA INDICA L.	LACTUCA INDICA
LACTUCA KOUYANGENSIS WHOLE	LACTUCA INDICA
LACTUCA SQUARROSA WHOLE	LACTUCA INDICA
LACTUCA CAVALERIEI WHOLE	LACTUCA INDICA
LECHEA LAXIFLORA WHOLE	LECHEA MINOR
THYMELEAF PINWEED WHOLE	LECHEA MINOR
LECHEA SURCULOSA WHOLE	LECHEA MINOR
LECHEA MINOR WHOLE	LECHEA MINOR
LECHEA MINOR L.	LECHEA MINOR
LENS CULINARIS WHOLE	LENS CULINARIS
ERVUM PILOSISSIMUM WHOLE	LENS CULINARIS
LENS DISPERMA WHOLE	LENS CULINARIS
ERVUM DISPERMUM WHOLE	LENS CULINARIS
LENS CULINARIS MEDIK.	LENS CULINARIS
LENTIL [HOC]	LENS CULINARIS
LENS CAMELORUM WHOLE	LENS CULINARIS
CICER LENS WHOLE	LENS CULINARIS
LENTIL WHOLE	LENS CULINARIS
LENTILLA LENS WHOLE	LENS CULINARIS
OROBUS LENS WHOLE	LENS CULINARIS
LENS CULINARIS [WHO-DD]	LENS CULINARIS
LENS HIMALAYENSIS WHOLE	LENS CULINARIS
VICIA LENS WHOLE	LENS CULINARIS
LATHYRUS LENS WHOLE	LENS CULINARIS
CICER NIGRUM WHOLE	LENS CULINARIS
ERVUM CAMELORUM WHOLE	LENS CULINARIS
ERVUM LENS WHOLE	LENS CULINARIS
VICIA PISICARPA WHOLE	LENS CULINARIS
ERVUM HIMALAYENSE WHOLE	LENS CULINARIS
CICER PUNCTULATUM WHOLE	LENS CULINARIS
CARDIACA GLABRA WHOLE	LEONURUS CARDIACA
LEONURUS CARDIACA	LEONURUS CARDIACA
MOTHERWORT WHOLE	LEONURUS CARDIACA
LEONURUS DISCOLOR WHOLE	LEONURUS CARDIACA
LEONURUS MULTIFIDUS WHOLE	LEONURUS CARDIACA
LEONURUS LACERUS WHOLE	LEONURUS CARDIACA
MOTHERWORT [HOC]	LEONURUS CARDIACA
LEONURUS CAMPESTRIS WHOLE	LEONURUS CARDIACA
CARDIACA VULGARIS WHOLE	LEONURUS CARDIACA
MOTHERWORT [EMA HERBAL SUBSTANCE]	LEONURUS CARDIACA
STACHYS TRILOBA WHOLE	LEONURUS CARDIACA
CARDIACA STACHYS WHOLE	LEONURUS CARDIACA
LEONURUS ACONITIFOLIUS WHOLE	LEONURUS CARDIACA
COMMON MOTHERWORT WHOLE	LEONURUS CARDIACA
LEONURUS RUDERALIS WHOLE	LEONURUS CARDIACA
LEONURUS CRISPUS WHOLE	LEONURUS CARDIACA
LEONURUS CARDIACA L. [EMA HERBAL SUBSTANCE]	LEONURUS CARDIACA
LION'S-EAR WHOLE	LEONURUS CARDIACA
LEONURUS CARDIACA [HPUS]	LEONURUS CARDIACA
LEONURUS TRILOBATUS WHOLE	LEONURUS CARDIACA
LEONURUS CARDIACA [WHO-DD]	LEONURUS CARDIACA
LAMIUM CARDIACA WHOLE	LEONURUS CARDIACA
CARDIACA TRILOBATA WHOLE	LEONURUS CARDIACA
LEONURUS CARDIACA L.	LEONURUS CARDIACA
LEONURUS NEGLECTUS WHOLE	LEONURUS CARDIACA
LEONURI CARDIACAE HERBA [EMA HERBAL SUBSTANCE]	LEONURUS CARDIACA
LEONURUS ILLYRICUS WHOLE	LEONURUS CARDIACA
LEONURUS CARDIACA EXTRACT [WHO-DD]	LEONURUS CARDIACA
CARDIACA CRISPA WHOLE	LEONURUS CARDIACA
LEONURUS CARDIACA WHOLE	LEONURUS CARDIACA
CARDARIA COCHLEARIA WHOLE	LEPIDIUM DRABA
CARDIOLEPIS DENTATA WHOLE	LEPIDIUM DRABA
LEPIDIUM DRABA L.	LEPIDIUM DRABA
DRABA RUDERALIS WHOLE	LEPIDIUM DRABA
CARDARIA BRACHYPETALA WHOLE	LEPIDIUM DRABA
LEPIDIUM DRABIFOLIUM WHOLE	LEPIDIUM DRABA
COCHLEARIA DRABA WHOLE	LEPIDIUM DRABA
LEPIDIUM ARVENSE WHOLE	LEPIDIUM DRABA
NASTURTIUM DRABA WHOLE	LEPIDIUM DRABA
LEPIDIUM CHALEPENSE WHOLE	LEPIDIUM DRABA
CARDARIA DRABA WHOLE	LEPIDIUM DRABA
LEPIDIUM MATRITENSE WHOLE	LEPIDIUM DRABA
CRUCIFERA CARDARIA WHOLE	LEPIDIUM DRABA
LEPIDIUM DRABA WHOLE	LEPIDIUM DRABA
MACA [HOC]	LEPIDIUM MEYENII
LEPIDIUM WEDDELLII WHOLE	LEPIDIUM MEYENII
LEPIDIUM GELIDUM WHOLE	LEPIDIUM MEYENII
LEPIDIUM MARGINATUM WHOLE	LEPIDIUM MEYENII
MACA WHOLE	LEPIDIUM MEYENII
LEPIDIUM MEYENII [WHO-DD]	LEPIDIUM MEYENII
LEPIDIUM MEYENII WALP.	LEPIDIUM MEYENII
LEPIDIUM PERUVIANUM WHOLE	LEPIDIUM MEYENII
LEPIDIUM AFFINE WHOLE	LEPIDIUM MEYENII
LEPIDIUM MEYENII WHOLE	LEPIDIUM MEYENII
LEPIDIUM ORBIGNYANUM WHOLE	LEPIDIUM MEYENII
POORMAN'S PEPPER WHOLE	LEPIDIUM VIRGINICUM
POORMAN PEPPERWEED WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM IBERIS WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM GERLOFFIANUM WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM HORSTII WHOLE	LEPIDIUM VIRGINICUM
DILEPTIUM VIRGINICUM WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM MICROPTERUM WHOLE	LEPIDIUM VIRGINICUM
NASTURTIUM MAJUS WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM VIRGINICUM WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM DANIELSII WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM ARCUATUM WHOLE	LEPIDIUM VIRGINICUM
VIRGINIA PEPPERGRASS [HOC]	LEPIDIUM VIRGINICUM
CLYPEOLA CAROLINIANA WHOLE	LEPIDIUM VIRGINICUM
POORMAN'S PEPPERWORT WHOLE	LEPIDIUM VIRGINICUM
DILEPTIUM DIFFUSUM WHOLE	LEPIDIUM VIRGINICUM
CRUCIFERA VIRGINICA WHOLE	LEPIDIUM VIRGINICUM
CYNOCARDAMUM VIRGINICUM WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM MAJUS WHOLE	LEPIDIUM VIRGINICUM
DILEPTIUM PRECOX WHOLE	LEPIDIUM VIRGINICUM
VIRGINIA PEPPERWEED WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM PRAECOX WHOLE	LEPIDIUM VIRGINICUM
THLASPI VIRGINICUM WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM VIRGINICUM L.	LEPIDIUM VIRGINICUM
NASTURTIUM IBERIS WHOLE	LEPIDIUM VIRGINICUM
VIRGINIAN PEPPERCRESS WHOLE	LEPIDIUM VIRGINICUM
THLASPI VIRGINIANUM WHOLE	LEPIDIUM VIRGINICUM
NASTURTIASTRUM VIRGINICUM WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM DIANDRUM WHOLE	LEPIDIUM VIRGINICUM
SENEBIERA MEXICANA WHOLE	LEPIDIUM VIRGINICUM
LEPIDIUM EXIGUIFLORUM WHOLE	LEPIDIUM VIRGINICUM
IBERIS VIRGINICA WHOLE	LEPIDIUM VIRGINICUM
VIRGINIA PEPPERGRASS WHOLE	LEPIDIUM VIRGINICUM
NASTURTIUM DIANDRUM WHOLE	LEPIDIUM VIRGINICUM
LESSERTIA TOMENTOSA WHOLE	LESSERTIA TOMENTOSA
LESSERTIA TOMENTOSA DC.	LESSERTIA TOMENTOSA
ANGELICA PALUDAPIFOLIA WHOLE	LEVISTICUM OFFICINALE
LEVISTICUM OFFICINALE W.D.J. KOCH	LEVISTICUM OFFICINALE
LOVAGE WHOLE	LEVISTICUM OFFICINALE
AMERICAN LOVAGE WHOLE	LEVISTICUM OFFICINALE
HIPPOSELINUM LEVISTICUM WHOLE	LEVISTICUM OFFICINALE
LEVISTICUM OFFICINALE [WHO-DD]	LEVISTICUM OFFICINALE
LEVISTICUM OFFICINALE WHOLE	LEVISTICUM OFFICINALE
SELINUM LEVISTICUM WHOLE	LEVISTICUM OFFICINALE
LEVISTICUM OFFICINALE	LEVISTICUM OFFICINALE
ANGELICA LEVISTICUM WHOLE	LEVISTICUM OFFICINALE
LEVISTICUM OFFICINALE [HPUS]	LEVISTICUM OFFICINALE
B2952 [LANGUAL]	LEVISTICUM OFFICINALE
LOVAGE [HOC]	LEVISTICUM OFFICINALE
LIGUSTICUM LEVISTICUM WHOLE	LEVISTICUM OFFICINALE
GARDEN LOVAGE WHOLE	LEVISTICUM OFFICINALE
LILIUM ALBUM WHOLE	LILIUM CANDIDUM
MADONNA LILY WHOLE	LILIUM CANDIDUM
LILIUM CANDIDUM L.	LILIUM CANDIDUM
LILIUM CANDIDUM WHOLE	LILIUM CANDIDUM
LILIUM PEREGRINUM WHOLE	LILIUM CANDIDUM
MADONNA-LILY WHOLE	LILIUM CANDIDUM
LILIUM STRIATUM WHOLE	LILIUM CANDIDUM
LIMNOPHYTON OBTUSIFOLIUM WHOLE	LIMNOPHYTON OBTUSIFOLIUM
ALISMA SAGITTIFOLIUM WHOLE	LIMNOPHYTON OBTUSIFOLIUM
SAGITTARIA OBTUSIFOLIA WHOLE	LIMNOPHYTON OBTUSIFOLIUM
CALDESIA SAGITTARIOIDES WHOLE	LIMNOPHYTON OBTUSIFOLIUM
ALISMA KOTSCHYI WHOLE	LIMNOPHYTON OBTUSIFOLIUM
LIMNOPHYTON PARVIFOLIUM WHOLE	LIMNOPHYTON OBTUSIFOLIUM
DIPSEUDOCHORION SAGITTIFOLIUM WHOLE	LIMNOPHYTON OBTUSIFOLIUM
SAGITTARIA NYMPHAEIFOLIA WHOLE	LIMNOPHYTON OBTUSIFOLIUM
ALISMA OBTUSIFOLIUM WHOLE	LIMNOPHYTON OBTUSIFOLIUM
LIMNOPHYTON OBTUSIFOLIUM (L.) MIQ.	LIMNOPHYTON OBTUSIFOLIUM
LIMONIUM NARBONENSE [WHO-DD]	LIMONIUM NARBONENSE
LIMONIUM NARBONENSE WHOLE	LIMONIUM NARBONENSE
LINARIA GEBLERI WHOLE	LINARIA VULGARIS
LINARIA PERRIERI WHOLE	LINARIA VULGARIS
ANTIRRHINUM COMMUNE WHOLE	LINARIA VULGARIS
LINARIA VERSICOLOR WHOLE	LINARIA VULGARIS
LINARIA SPECIOSA WHOLE	LINARIA VULGARIS
LINARIA PROSTRATA WHOLE	LINARIA VULGARIS
ANTIRRHINUM GENISTIFOLIUM WHOLE	LINARIA VULGARIS
RAMSTED WHOLE	LINARIA VULGARIS
YELLOW TOADFLAX WHOLE	LINARIA VULGARIS
LINARIA VULGARIS MILL.	LINARIA VULGARIS
PELORIA LINARIA WHOLE	LINARIA VULGARIS
ANTIRRHINUM LINARIOIDES WHOLE	LINARIA VULGARIS
FLAXWEED WHOLE	LINARIA VULGARIS
TOADFLAX [HOC]	LINARIA VULGARIS
ANTIRRHINUM OCHROLEUCUM WHOLE	LINARIA VULGARIS
LINARIA RACEMOSA WHOLE	LINARIA VULGARIS
ANTIRRHINUM GLANDULOSUM WHOLE	LINARIA VULGARIS
LINARIA LINIFOLIA WHOLE	LINARIA VULGARIS
WILD SNAPDRAGON WHOLE	LINARIA VULGARIS
ANTIRRHINUM LINARIA WHOLE	LINARIA VULGARIS
LINARIA VULGARIS [HPUS]	LINARIA VULGARIS
LINARIA PENSYLVANICA WHOLE	LINARIA VULGARIS
TOADFLAX WHOLE	LINARIA VULGARIS
LINARIA VULGARIFORMIS WHOLE	LINARIA VULGARIS
BUTTERANDEGGS WHOLE	LINARIA VULGARIS
LINARIA LINARIOIDES WHOLE	LINARIA VULGARIS
ANTIRRHINUM VULGARE WHOLE	LINARIA VULGARIS
LINARIA CILIATA WHOLE	LINARIA VULGARIS
BUTTER AND EGGS WHOLE	LINARIA VULGARIS
GREATER BUTTER-AND-EGGS WHOLE	LINARIA VULGARIS
LINARIA VULGARIS [WHO-DD]	LINARIA VULGARIS
LINARIA VULGARIS	LINARIA VULGARIS
LINARIA ELONGATA WHOLE	LINARIA VULGARIS
LINARIA VULGARIS WHOLE	LINARIA VULGARIS
LIQUIDAMBAR MACROPHYLLA WHOLE	LIQUIDAMBAR STYRACIFLUA
SWEET GUM [HOC]	LIQUIDAMBAR STYRACIFLUA
LIQUIDAMBAR BARBATA WHOLE	LIQUIDAMBAR STYRACIFLUA
LIQUIDAMBAR STYRACIFLUA WHOLE	LIQUIDAMBAR STYRACIFLUA
LIQUIDAMBAR GUMMIFERA WHOLE	LIQUIDAMBAR STYRACIFLUA
LIQUIDAMBAR TUBERCULATA WHOLE	LIQUIDAMBAR STYRACIFLUA
LIQUIDAMBAR STYRACIFLUA L.	LIQUIDAMBAR STYRACIFLUA
LIQUIDAMBAR STYRACIFLUA [WHO-DD]	LIQUIDAMBAR STYRACIFLUA
SWEETGUM WHOLE	LIQUIDAMBAR STYRACIFLUA
BOIS-JAUNE WHOLE	LIRIODENDRON TULIPIFERA
TULIP-POPLAR WHOLE	LIRIODENDRON TULIPIFERA
TULIP POPLAR WHOLE	LIRIODENDRON TULIPIFERA
LIRIODENDRON TULIPIFERA WHOLE	LIRIODENDRON TULIPIFERA
LIRIODENDRON FASTIGIATUM WHOLE	LIRIODENDRON TULIPIFERA
LIRIODENDRON TULIPIFERA L.	LIRIODENDRON TULIPIFERA
YELLOW-POPLAR WHOLE	LIRIODENDRON TULIPIFERA
TULIPIFERA LIRIODENDRUM WHOLE	LIRIODENDRON TULIPIFERA
LIRIODENDRON PROCERUM WHOLE	LIRIODENDRON TULIPIFERA
TULIPTREE WHOLE	LIRIODENDRON TULIPIFERA
YELLOW POPLAR WHOLE	LIRIODENDRON TULIPIFERA
LIRIODENDRON TRUNCATIFOLIUM WHOLE	LIRIODENDRON TULIPIFERA
GOLD-SILVER FLOWER (LONICERA HYPOGLAUCA) WHOLE	LONICERA HYPOGLAUCA
LONICERA RUBROPUNCTATA WHOLE	LONICERA HYPOGLAUCA
CAPRIFOLIUM HYPOGLAUCUM WHOLE	LONICERA HYPOGLAUCA
LONICERA HYPOGLAUCA MIQ.	LONICERA HYPOGLAUCA
HONEYSUCKLE (LONICERA HYPOGLAUCA) [HOC]	LONICERA HYPOGLAUCA
HONG XIAN REN DONG WHOLE	LONICERA HYPOGLAUCA
JIN YIN HUA (LONICERA HYPOGLAUCA) WHOLE	LONICERA HYPOGLAUCA
CAPRIFOLIUM MOLLISSIMUM WHOLE	LONICERA HYPOGLAUCA
LONICERA HYPOGLAUCA WHOLE	LONICERA HYPOGLAUCA
FLOS LONICERAE (LONICERA HYPOGLAUCA) WHOLE	LONICERA HYPOGLAUCA
LONICERA MOLLISSIMA WHOLE	LONICERA HYPOGLAUCA
JAPANESE HONEYSUCKLE WHOLE	LONICERA JAPONICA
CHINESE HONEYSUCKLE WHOLE	LONICERA JAPONICA
LONICERA NIGRA WHOLE	LONICERA JAPONICA
LONICERA FAURIEI WHOLE	LONICERA JAPONICA
LONICERA FINLAYSONIANA WHOLE	LONICERA JAPONICA
LONICERA REPENS WHOLE	LONICERA JAPONICA
NINTOOA JAPONICA WHOLE	LONICERA JAPONICA
XYLOSTEON FLEXUOSUM WHOLE	LONICERA JAPONICA
LONICERA JAPONICA [WHO-DD]	LONICERA JAPONICA
LONICERA AUREORETICULATA WHOLE	LONICERA JAPONICA
CAPRIFOLIUM CHINENSE WHOLE	LONICERA JAPONICA
LONICERA JAPONICA THUNB.	LONICERA JAPONICA
CAPRIFOLIUM JAPONICUM WHOLE	LONICERA JAPONICA
LONICERA JAPONICA WHOLE	LONICERA JAPONICA
LONICERA FLEXUOSA WHOLE	LONICERA JAPONICA
LONICERA DIVERSIFOLIA WHOLE	LONICERA JAPONICA
LONICERA COCHINCHINENSIS WHOLE	LONICERA JAPONICA
LONICERA BRACHYPODA WHOLE	LONICERA JAPONICA
NINTOOA JAPONICA (THUNB.) SWEET	LONICERA JAPONICA
LONICERA CHINENSIS WHOLE	LONICERA JAPONICA
CAPRIFOLIUM BRACHYPODUM WHOLE	LONICERA JAPONICA
LONICERA SHINTENENSIS WHOLE	LONICERA JAPONICA
CAPRIFOLIUM ROSEUM WHOLE	LONICERA JAPONICA
REN DONG WHOLE	LONICERA JAPONICA
JAPANESE HONEYSUCKLE [HOC]	LONICERA JAPONICA
PERICLYMENUM SEROTINUM WHOLE	LONICERA PERICLYMENUM
CAPRIFOLIUM SEMPERFLORENS WHOLE	LONICERA PERICLYMENUM
EUROPEAN WOODBINE WHOLE	LONICERA PERICLYMENUM
LONICERA SEMPERFLORENS WHOLE	LONICERA PERICLYMENUM
EUCHYLIA VERTICILLATA WHOLE	LONICERA PERICLYMENUM
LONICERA SEROTINA WHOLE	LONICERA PERICLYMENUM
CAPRIFOLIUM PERICLYMENUM WHOLE	LONICERA PERICLYMENUM
LONICERA GERMANICA WHOLE	LONICERA PERICLYMENUM
LONICERA PERICLYMENUM L.	LONICERA PERICLYMENUM
LONICERA ETRUSCA WHOLE	LONICERA PERICLYMENUM
CAPRIFOLIUM QUERCIFOLIUM WHOLE	LONICERA PERICLYMENUM
LONICERA PERICLYMENUM WHOLE	LONICERA PERICLYMENUM
LONICERA ODORA WHOLE	LONICERA PERICLYMENUM
CAPRIFOLIUM DISTINCTUM WHOLE	LONICERA PERICLYMENUM
PERICLYMENUM VULGARE WHOLE	LONICERA PERICLYMENUM
LONICERA BELGICA WHOLE	LONICERA PERICLYMENUM
PERICLYMENUM GERMANICUM WHOLE	LONICERA PERICLYMENUM
EUROPEAN HONEYSUCKLE WHOLE	LONICERA PERICLYMENUM
JUSSIAEA SESSILIFLORA WHOLE	LUDWIGIA ERECTA
LUDWIGIA ERECTA WHOLE	LUDWIGIA ERECTA
JUSSIAEA ERECTA WHOLE	LUDWIGIA ERECTA
JUSSIAEA ACUMINATA WHOLE	LUDWIGIA ERECTA
ISNARDIA DISCOLOR WHOLE	LUDWIGIA ERECTA
YERBA DE JICOTEA WHOLE	LUDWIGIA ERECTA
JUSSIAEA ONAGRA WHOLE	LUDWIGIA ERECTA
LUDWIGIA ERECTA (L.) H.HARA	LUDWIGIA ERECTA
LUDWIGIA PLUMERIANA WHOLE	LUDWIGIA ERECTA
JUSSIAEA DECLINATA WHOLE	LUDWIGIA ERECTA
JUSSIAEA PLUMERIANA WHOLE	LUDWIGIA ERECTA
JUSSIAEA NUBICA WHOLE	LUDWIGIA ERECTA
JUSSIAEA ALTISSIMA WHOLE	LUDWIGIA ERECTA
LUDWIGIA ACUMINATA WHOLE	LUDWIGIA ERECTA
JUSSIAEA RAMOSA WHOLE	LUDWIGIA ERECTA
JUSSIAEA POLYGONIFOLIA WHOLE	LUDWIGIA PEPLOIDES
FLOATING PRIMROSE-WILLOW WHOLE	LUDWIGIA PEPLOIDES
LUDWIGIA PEPLOIDES (KUNTH) P.H.RAVEN	LUDWIGIA PEPLOIDES
FLOATING PRIMROSE WHOLE	LUDWIGIA PEPLOIDES
JUSSIAEA PATIBILCENSIS WHOLE	LUDWIGIA PEPLOIDES
JUSSIAEA POLYGONOIDES WHOLE	LUDWIGIA PEPLOIDES
CREEPING WATERPRIMROSE WHOLE	LUDWIGIA PEPLOIDES
ISNARDIA DIFFUSA WHOLE	LUDWIGIA PEPLOIDES
JUSSIAEA GOMEZII WHOLE	LUDWIGIA PEPLOIDES
