FAERS_drug_match,lookup_value
OMEGA 3 6 9 [LINUM USITATISSIMUM OIL;OENOTHERA BIENNIS OIL;SALMON OIL],Linum usitatissimum
OMEGA 3 DHA [ASCORBIC ACID;ERGOCALCIFEROL;FISH OIL;LINUM USITATISSIMUM,Linum usitatissimum
"OMEGA PLUS 3 6 9 (BORAGO OFFICINALIS SEED OIL, FISH OIL, LINUM USITATISSIMUM SEED OIL, TOCOPHEROL)",Linum usitatissimum
"PREVELIP (CUCURBITA PEPO OIL, LINUM USITATISSMUM OIL OIL, OENOTHERA BIENNISOIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL) (CUCURBITA PEPO OIL, LINUM USITATISSIMUM OIL, OENOTHERA BIENNIS OIL, RIBES NIGRUM OIL, BRASSICA CAMPESTRIS OIL)",Linum usitatissimum
APPLE AND GINGER TEA,Zingiber officinale
ASIAN GINSENG (+) GINGER (+) SICHUAN PEPPER,Zingiber officinale
"ASIAN GINSENG, ZANTHOXYLUM FRUIT, GINGER, MALT SUGAR",Zingiber officinale
CALCIUM W/MAG + ZINC/GARLIC + GINGER,Zingiber officinale
CHINESE LICORICE (+) CHINESE PEONY (+) CINNAMON (+) EPHEDRA (+) GINGER,Zingiber officinale
CURCUMIN/GINGER/OLIVE EXTRACT,Zingiber officinale
"DAI-KENCHU-TO (ASIAN GINSENG, SICHUAN PEPPER, GINGER)",Zingiber officinale
DAI-KENCHU-TO (GINGER + GINSENG + JAPANESE PEPPER (HERBAL PREPARATION),Zingiber officinale
DAI-KENCHU-TO (GINGER+ GINSENG + JAPANESE PEPPER) (HERBAL PREPARATION),Zingiber officinale
DRANJ GINGER TEA,Zingiber officinale
"FLEET PHOSPHO-SODA ORAL SALINE LAXATIVE, GINGER-LEMON FLAVOR",Zingiber officinale
"FLEET PHOSPHO-SODA ORAL SALINE LAXATIVE, GINGER-LEMON FLAVOR (45 MILLILITRE(S), ORAL SOLUTION)",Zingiber officinale
FLEETS PHOPHOSODA 1/2 OZ IN 8OZ GINGERALE DOSE X6,Zingiber officinale
GINGER                             /01646601/,Zingiber officinale
GINGER                             /01646602/,Zingiber officinale
GINGER /01646602/,Zingiber officinale
GINGER /01646602/ (ZINGIBER OFFICINALE RHIZOME),Zingiber officinale
GINGERAID,Zingiber officinale
GINGER AID TEA,Zingiber officinale
GINGER ALE (ZINGIBER OFFICINALE RHIZOME),Zingiber officinale
GINGER CITRONELLA,Zingiber officinale
GINGEREST,Zingiber officinale
GINGER  FORCE                          /01646602/,Zingiber officinale
GINGER GARLIC,Zingiber officinale
GINGER LEMON FLAVORED PHOSPHA-SODA(FLEET),Zingiber officinale
GINGER LOLLIPOPS/CANDY,Zingiber officinale
GINGER MAX,Zingiber officinale
GINGER/NATURAL REMEDIES,Zingiber officinale
GINGER ROOT AND MILK THISTLE,Zingiber officinale
GINGER ROOT EXTRACT,Zingiber officinale
GINGER ROOT/VITAMIN B6,Zingiber officinale
GINGER ROOT XT - FENNEL,Zingiber officinale
GINGER ROOT (ZINGIBER OFFICINALE RHIZOME),Zingiber officinale
GINGER ROOT [ZINGIBER OFFICINALE RHIZOME],Zingiber officinale
GINGER ROOT [ZINGIBER OFFICINALE ROOT],Zingiber officinale
GINGER TEA,Zingiber officinale
"GINGER, TUMERIC + BROMELAIN",Zingiber officinale
GINGER/TURMERIC,Zingiber officinale
GINGER (ZINGIBER OFFCINALE RHIZOME),Zingiber officinale
GINGER (ZINGIBER OFFICINALE RHIZOME,Zingiber officinale
GINGER (ZINGIBER OFFICINALE RHIZOME),Zingiber officinale
GINGER [ZINGIBER OFFICINALE RHIZOME],Zingiber officinale
GINGER//ZINGIBER OFFICINALE RHIZOME,Zingiber officinale
GRAVOL GINGER-GINGEMBRE,Zingiber officinale
HERBAL TEAS WITH GINGER,Zingiber officinale
LEMON GINGER TEA,Zingiber officinale
LYSINE SPIRULINA GINGER LIME,Zingiber officinale
NATURAL ANTIEMETIC GINGER TEA,Zingiber officinale
ORGANIC TURMERIC/GINGER,Zingiber officinale
PEPPER AND GINGER,Zingiber officinale
PEPPERMINT-FENNEL-GINGER GELS,Zingiber officinale
PHOPHOSODA GINGER LEMON,Zingiber officinale
PHOSOPHOSODA GINGER LEMON,Zingiber officinale
PHOSPHOSODA GINGER LEMON,Zingiber officinale
PHOSPHOSODA GINGER LEMON (45 ML),Zingiber officinale
PREPARATION CLEANSING KIT 1.5 PHOSPHATE GINGER LEMON WALGREEN,Zingiber officinale
RAW GINGER,Zingiber officinale
SAFFLOWER OIL GINGER,Zingiber officinale
SODIUM PHOSPHATE GINGER-LEMON SALINE LAXATIVE 660 MG/ML 556,Zingiber officinale
SODIUM PHOSPHATE GINGER-LEMON SALINE LAXITIVE 660 MG/ML 556,Zingiber officinale
SPRING VALLEY GINGER,Zingiber officinale
TEA USING LEMON ZEST AND FRESH GRATED GINGER,Zingiber officinale
THYME/GINGER TEA,Zingiber officinale
TUMERIC/GINGER/BLACK PEPPER,Zingiber officinale
TUMERIC/PEPERINE/GINGER TABLETS,Zingiber officinale
TUMERIC WITH GINGER POWDER,Zingiber officinale
TURMERIC AND/OR GINGER,Zingiber officinale
TURMERIC CURCUMIN 500MG W/50MG GINGER,Zingiber officinale
TURMERIC/GINGER,Zingiber officinale
TURMERIC + MEADOWSWEET + GINGER HERBAL TEA,Zingiber officinale
TURMERIC WITH GINGER,Zingiber officinale
ZINGIBER OFFICINALE RHIZOME (GINGER),Zingiber officinale
ALLIUM SATIVUM/VACCINIUM MYRTILLUS/ZINGIBER OFFICINALE/CAPSICUM ANNUUM/CRATAEGUS SPP.,Zingiber officinale
ASCORBIC ACID~~METHYLSULFONYLMETHANE~~MANGANESE SULFATE~~GLUCOSAMINE SULFATE~~ZINGIBER OFFICINALE OI,Zingiber officinale
"BIASAN (MENTHOL, GENTIAN, ZINGIBER OFFICINALE, ZANTHOXYIUM CLAVA-HERCU",Zingiber officinale
CURCUMA LONGA W/ZINGIBER OFFICINALE,Zingiber officinale
"DAIKENCHUTO (PANAX GINSENG ROOT, ZANTHOXYLUM PIPERITUM PERICARP, ZINGIBER OFFICINALE PROCESSED RHIZOME)",Zingiber officinale
GLUCOSAMINE;ZINGIBER OFFICINALE,Zingiber officinale
"GLUCOSAM/MSM/VIT C/MANG/HRB#21 (METHYLSULFONYLMETHANE, ASCORBYL PALMITATE, GLUCOSAMINE SULFATE, ZINGIBER OFFICINALE ROOT, CURCUMA LONGA ROOT)",Zingiber officinale
"HANGESHASHINTO (COPTIS SPP. RHIZOME, GLYCYRRHIZA SPP. ROOT, PANAX GINSENG ROOT, PINELLIA TERNATA TUBER, SCUTELLARIA BAICALENSIS ROOT, ZINGIBER OFFICINALE PROCESSED RHIZOME, ZIZIPHUS JUJUBA VAR.  INERMIS FRUIT)",Zingiber officinale
"KOSOSAN (CITRUS RETICULATA PEEL, CYPERUS ROTUNDUS RHIZOME, GLYCYRRHIZA SPP. ROOT, PERILLA FRUTESCENS VAR. CRISPA HERB, ZINGIBER OFFICINALE RHIZOME)",Zingiber officinale
"SAIREITO /08000901/ (ALISMA PLANTAGO-AQUATICA VAR. ORIENTALE TUBER, ATRACTYLODES LANCEA RHIZOME, BUPLEURUM FALCATUM ROOT, CINNAMOMUM CASSIA BARK, GLYCYRRHIZA SPP. ROOT, PANAX GINSENG ROOT, PINELLIA TERNATA TUBER, POLYPORUS UMBELLATUS SCLEROTIUM, PORIA COCOS SCLEROTIUM, SCUTELLARIA BAICALENSIS ROOT, ZINGIBER OFFICINALE RHIZOME, ZIZIPHUS JUJUBA VAR. INERMIS FRUIT)",Zingiber officinale
"XENADRINE RFA-1 /01521201/ (ACETYLCARNITINE, CITRUS AURANTIUM, EPHEDRA SPP., LEVOTHYROXINE, PANTOTHENIC ACID, PAULLINIA CUPANA, SALIX ALBA BARK, ZINGIBER OFFICINALE RHIZOME)",Zingiber officinale
ZINGIBER OFFICINALE,Zingiber officinale
ZINGIBER OFFICINALE PROCESSED RHIZOME/PANAX GINSENG ROOT/ZANTHOXYLUM PIPERITUM PERICARP,Zingiber officinale
ZINGIBER OFFICINALE RHIZOME,Zingiber officinale
ZINGIBER OFFICINALE RHIZOME AND SIMALDRATE AND COPTIS TRIFOLIA AND CAL,Zingiber officinale
ZINGIBER OFFICINALE RHIZOME/PANAX GINSENG ROOT/ANGELICA ACUTILOBA ROOT/CITRUS RETICULATA PEEL/BUPLEU,Zingiber officinale
ZINGIBER OFFICINALE RHIZOME/SIMALDRATE/COPTIS TRIFOLIA/CALCIUM CARBONATE/SODIUM BICARBONATE/MENTHOL/,Zingiber officinale
ZINGIBER OFFICINALE/ZINGIBER OFFICINALE RHIZOME,Zingiber officinale
BLACK TEA,Camellia sinensis
ARCTIUM LAPPA ROOT W/CAMELLIA SINENSIS LEAF/C,Camellia sinensis
CAMELLIA SINENSIS,Camellia sinensis
CAMELLIA SINENSIS (CAMELLIA SINENSIS),Camellia sinensis
"CAMELLIA SINENSIS (CAMELLIA SINENSIS, TEA, GREEN)",Camellia sinensis
CAMELLIA SINENSIS / D-ALPHA TOCOPHEROL / FISH OIL / VITAMIN D3,Camellia sinensis
CAMELLIA SINENSIS; D-ALPHA TOCOPHEROL; FISH OIL; VITAMIN D3,Camellia sinensis
CAMELLIA SINENSIS; DALPHATOCOPHEROL; FISH OIL; VITAMIN D3,Camellia sinensis
CAMELLIA SINENSIS/D-ALPHA TOCOPHEROL/FISH OIL/VITAMIN D3,Camellia sinensis
CAMELLIA SINENSIS/PANAX GINSENG EXTRACT,Camellia sinensis
CAMELLIA SINENSIS W/COLECALCIFEROL/FISH OIL/TOCOPHEROL,Camellia sinensis
"EXOLISE (CAMELLIA SINENSIS, TEA, GREEN)",Camellia sinensis
GREEM TEA EXTRACT (CAMELLIA SINENSIS),Camellia sinensis
GREEN TEA (CAMELLIA SINENSIS),Camellia sinensis
GREEN TEA [CAMELLIA SINENSIS],Camellia sinensis
GREEN TEA [CAMELLIA SINENSIS EXTRACT],Camellia sinensis
GREEN TEA [CAMELLIA SINENSIS LEAF],Camellia sinensis
GREEN TEA EXTRACT (CAMELLIA SINENSIS),Camellia sinensis
GREEN TEA EXTRACT (CAMELLIA SINENSIS EXTRACT),Camellia sinensis
GREEN TEA EXTRACT (CAMELLIA SINENSIS EXTRACT) (CAMELLIA SINENSIS EXTRACT),Camellia sinensis
GREEN TEA EXTRACT [CAMELLIA SINENSIS LEAF],Camellia sinensis
GREEN TEA POWDER (CAMELLIA SINENSIS),Camellia sinensis
"TEA, GREEN (CAMELLIA SINENSIS)",Camellia sinensis
"TEA, GREEN (CAMELLIA SINENSIS) POWDER",Camellia sinensis
"TEA, GREEN (CAMELLIA SINENSIS, TEA, GREEN)",Camellia sinensis
VEREGEN GREEN TEA EXTRACT (CAMELLIA SINENSIS),Camellia sinensis
ACAISURGE WITH GREEN TEA,Camellia sinensis
ACAI W/GREEN TEA,Camellia sinensis
ACAI WITH GREEN TEA,Camellia sinensis
ACV PLUS WITH GREEN TEA,Camellia sinensis
AL0082706 ALBA BOTANICA HW SUNSCREEN GREEN TEA SPF45,Camellia sinensis
ALBA BOTANICA HW SUNSCREEN GREEN TEA SPF45,Camellia sinensis
APPLE CIDER VINEGAR + GREEN TEA SUPPLEMENT,Camellia sinensis
AUSTRALIAN GREEN TEA,Camellia sinensis
BIOTIN BLACK KOHOSH GREEN TEA GINSENG,Camellia sinensis
CAFFEINE\GREEN TEA LEAF,Camellia sinensis
CAFFEIN/HERBS/GREEN TEA,Camellia sinensis
CARDIO TEA (BLACK AND GREEN TEA),Camellia sinensis
CHAMOMILE AND GREEN TEAS,Camellia sinensis
CHINA GREEN TEA,Camellia sinensis
CHINESE GREEN TEA,Camellia sinensis
CHROMIUM PICOLINATE WITH GREEN TEA,Camellia sinensis
CINNAMON AND GREEN TEA,Camellia sinensis
DECAFFEINATED GREEN TEA,Camellia sinensis
DIETERS GREEN TEA,Camellia sinensis
DRINK GREEN TEA,Camellia sinensis
EGCE GREEN TEA,Camellia sinensis
GREEN TEA,Camellia sinensis
GREEN TEA                          /01578101/,Camellia sinensis
GREEN TEA /01578101/,Camellia sinensis
GREEN TEA 150MG,Camellia sinensis
GREEN TEA 5000,Camellia sinensis
GREEN TEA (ALL OTHER NON-THERAPEUTIC PRODUCTS(,Camellia sinensis
"GREEN TEA, CAMILLIA SINENSIS",Camellia sinensis
GREEN TEA CAP,Camellia sinensis
GREEN TEA CAPS,Camellia sinensis
GREEN TEA CAPSULE,Camellia sinensis
GREEN TEA CAPSULES,Camellia sinensis
GREEN TEA COMPLEX,Camellia sinensis
GREEN TEA CONCENTRATE,Camellia sinensis
GREEN TEA CR PHYTOSOME,Camellia sinensis
GREEN TEA (DECALF),Camellia sinensis
GREEN TEA DIETARY SUPPLEMENT,Camellia sinensis
GREEN TEA  DIET PATCH,Camellia sinensis
GREEN TEA DIET PILL,Camellia sinensis
GREEN TEA- E-TEA,Camellia sinensis
GREEN TEA EX LIQ,Camellia sinensis
GREEN TEA EXT,Camellia sinensis
GREEN TEA FAT BURNER,Camellia sinensis
GREEN TEA(HERBAL),Camellia sinensis
GREEN TEA LEAF,Camellia sinensis
GREEN TEA MOISTURIZER,Camellia sinensis
GREEN TEA OIL EXTRAXT,Camellia sinensis
GREEN TEA OTC,Camellia sinensis
GREEN TEA PHYTOSOME,Camellia sinensis
GREEN TEA PILL,Camellia sinensis
GREEN TEA PILLS,Camellia sinensis
GREEN TEA (PLANT ALKALOIDS AND OTHER NATURAL RODUCTS) CAPSULE,Camellia sinensis
GREEN TEA POWDER,Camellia sinensis
GREEN TEA () POWDER (EXCEPT [DPO]),Camellia sinensis
GREEN TEAS,Camellia sinensis
GREEN TEA SLIM,Camellia sinensis
GREEN TEA SUPPLEMENT,Camellia sinensis
GREEN TEA SUPPLEMENTS,Camellia sinensis
GREEN TEA TABLETS,Camellia sinensis
"GREEN TEA (TEA, GREEN)",Camellia sinensis
GREEN TEA TINCTURE,Camellia sinensis
GREEN TEA W HOODIA,Camellia sinensis
GREEN TEA WITH ECHINACHEA,Camellia sinensis
GUARANA GREEN TEA,Camellia sinensis
HERBAL GREEN TEA,Camellia sinensis
JACKIE CHAN'S GREEN TEA,Camellia sinensis
JASMINE GREEN TEA,Camellia sinensis
LIPTON GREEN TEA,Camellia sinensis
LISTERINE NATURAL GREEN TEA,Camellia sinensis
MATCHA GREEN TEA,Camellia sinensis
MEGA GREEN TEA,Camellia sinensis
MOISTURIZER (GREEN TEA),Camellia sinensis
MRGA-T GREEN TEA,Camellia sinensis
MVI WITH GREEN TEA,Camellia sinensis
ORGANO GREEN TEA,Camellia sinensis
"POLYPHENON E -GREEN TEA- 200 MG EGCG POLYPHENON E, INTERNATIONAL, INC.",Camellia sinensis
PRAEVENT LOGES - GREEN TEA,Camellia sinensis
PRIMOSE AND GREEN TEA EXTRACT,Camellia sinensis
SELENIUM/GREEN TEA EXTRACT,Camellia sinensis
"SLIM FAST,GREEN TEA, DIET PILLS",Camellia sinensis
SM GREEN TEA COMPLEX,Camellia sinensis
SOBE GREEN TEA DRINK,Camellia sinensis
SUPPLEMENT WITH GREEN TEA,Camellia sinensis
TEA (GREEN TEA AND ICED TEA),Camellia sinensis
UNSPECIFIED GREEN TEA EXTRACT SUPPLEMENT,Camellia sinensis
VEREGEN GREEN TEA EXTRACT (CAMELLA SINENSIS),Camellia sinensis
OOLONG TEA,Camellia sinensis
CHINESE HERBAL TEA,Camellia sinensis
CHINESE TEA,Camellia sinensis
GREEB TEA WITH HOODIA,Camellia sinensis
GREEN COFFEE TEA,Camellia sinensis
GREEN COFFEE TEA EXTRACT KIKAGLOBA,Camellia sinensis
GREEN LEAF TEA,Camellia sinensis
GREENTEA,Camellia sinensis
GREEN/WHITE TEA EXTRACT,Camellia sinensis
GREET TEA WITH HOODIA           (ALL OTHER NON-THERAPEUTIC PRODUCTS),Camellia sinensis
OOLONG-TEA,Camellia sinensis
TEA (AS DRUG),Camellia sinensis
TEA (BLACK),Camellia sinensis
"TEA,GREEN",Camellia sinensis
"TEA, GREEN",Camellia sinensis
"TEA, GREEN (TEA, GREEN)",Camellia sinensis
"ALPIVIGOR (FOOD SUPPLEMENT)/MG, GUARANA, CAFFEINE, ROYAL JELLY, FE, AR",Paullinia cupana
CAFFEINE-RICH SOFT DRINK GUARANA,Paullinia cupana
CHROMIUM PICOLINATE (+) EPHEDRA (+) GARCINIA (+) GUARANA (+) LEVOCARNI,Paullinia cupana
EUPHYTOSE (BLACK HOREHOUND (+) GUARANA (+) HAWTHORN (+) KOLA (+) PASSI,Paullinia cupana
GUARANA,Paullinia cupana
GUARANA                            /01333101/,Paullinia cupana
GUARANA /01333101/,Paullinia cupana
GUARANA GREEN TEA,Paullinia cupana
GUARANA (GUARANA),Paullinia cupana
GUARANA (PAULLINIA CUPANA),Paullinia cupana
MA HUANG/GUARANA/OTHER BOTANICALS,Paullinia cupana
"PALGIN (AMINOPHENAZONE, CAFFEINE, GUARANA, PHENACETIN, PHENAZONE)",Paullinia cupana
RIPPED FUEL (BITTER ORANGE/L-PHENYLALANINE/GUARANA/METABOLIC FAT LOSS,Paullinia cupana
CHROMIUM PICOLINATE/CITRUS AURANTIUM/GARCINIA QUAESITA/GYMNEMA SYLVESTRE/PAULLINIA CUPANA/PLANTAGO O,Paullinia cupana
"HYDROXYCUT (CHROMIUM PICOLINATE, EPHEDRA NOS, GARCINIA GUMMI-GUTTA, LEVOCARNITINE, PAULLINIA CUPANA, SALIX ALBA, SALIX PURPUREA)",Paullinia cupana
"METABOLIFE (GINSENG NOS, HERBAL EXTERACT NOS, PAULLINIA CUPANA, SMILAX",Paullinia cupana
PAULLINIA CUPANA,Paullinia cupana
PAULLINIA CUPANA EXTRACT,Paullinia cupana
"XENADRINE RFA-1 /01521201/ (ACETYLCARNITINE, CITRUS AURANTIUM, EPHEDRA SPP., LEVOTHYROXINE, PANTOTHENIC ACID, PAULLINIA CUPANA, SALIX ALBA BARK, ZINGIBER OFFICINALE RHIZOME)",Paullinia cupana
ADVANCED CBD OIL WITH TERPENES (FROM HEMP),Cannabis sativa
AMOS HEMPS [CBD OIL IN MCT OIL],Cannabis sativa
CALM REST AND RELAX HEMP EXTRACT FORMULA (CBD),Cannabis sativa
CBD HEMP EXTRACT,Cannabis sativa
CBD HEMP FLOWER (CBD\THC),Cannabis sativa
CBD OIL HEMP-DERIVED CANNABIDIOL FULL SPECTRUM HEMP SUPPL,Cannabis sativa
CBD OIL / HEMP OIL,Cannabis sativa
CBD OIL (MEDICAL MARIJUANA),Cannabis sativa
COLESVAM MEDICAL MARIJUANA (CBD),Cannabis sativa
MARIJUANA SUPPLEMENTS (THC AND CBD),Cannabis sativa
MEDICAL CANNABIS CBD,Cannabis sativa
MEDICAL CANNABIS OIL VIOLET CBD,Cannabis sativa
MEDICAL MARIJUANA/CBD,Cannabis sativa
ORIGINAL FORMULA HEMP EXTRACT OIL MINT CHOCOLATE FLAVOR CHARLOTTES WEB [CBD],Cannabis sativa
ORIGINAL FORMULA HEMP EXTRACT OLIVE OIL FLAVOR CHARLOTTES WEB [CBD],Cannabis sativa
PEACE + WELLNESS ELEVATE (CBD/HEMP OIL INFUSED),Cannabis sativa
PLUS CBD OIL HEMP DROPS PEPPERMINT EXTRA STRENGTH,Cannabis sativa
QUEEN CITY HEMP 500MG (CBD),Cannabis sativa
QUEEN CITY HEMP CBD,Cannabis sativa
VAPORIZER CBD/MARIJUANA,Cannabis sativa
"60MG, PLANT?BASED CANNABINOIDS PER 1ML HEMP EXTRACT MINT CHOCOLATE FLA",Cannabis sativa
"ALLERGY INJECTIONS - CAT DANDER,DOG DANDER,MOLD MIX,HEMP",Cannabis sativa
CALM REST AND RELAX HEMP EXTRACT FORMULA (CBG),Cannabis sativa
CANNABIS SATIVA (HEMP HEARTS),Cannabis sativa
CBDISTILLERY 33MG CBD PER SERVING FULL SPECTRUM HEMP SUPPLEMENT,Cannabis sativa
CTFO (CHANGING THE FUTURE OUTCOME) 10XPURE CBD HEMP OIL,Cannabis sativa
CYPRESS HEMP CBD OMEGAS,Cannabis sativa
HEMPANOL,Cannabis sativa
HEMPLUCID CBD OIL 1000 MG VAPING,Cannabis sativa
"HEMP MED EX: RSHO BLUE, GOLD",Cannabis sativa
HEMP PROTEIN POWDER,Cannabis sativa
HEMPSEED,Cannabis sativa
HEMP SEED,Cannabis sativa
HEMPTRANCE NATURAL CBD GUMMIES,Cannabis sativa
HEMPVANA,Cannabis sativa
HEMPVANA HEEL TASTIC,Cannabis sativa
HEMPWORX CBD OIL,Cannabis sativa
HEMPZ,Cannabis sativa
MARIJUANA/ THC/ HEMP/HASH,Cannabis sativa
"MAXIMUM STRENGTH HEMP EXTRACT OIL, 60MG/SERVING",Cannabis sativa
MEDICINAL RECREAT CANABIS HEMP F,Cannabis sativa
"METAGENICS, HEMP OIL BROAD SPECTRUM HEMP EXTRACT, 30ML BOTTLE WITH A 1",Cannabis sativa
NUTRITIONAL FRONTIERS FULL SPECTRUM HEMP EXTREME OIL (HEMP EXTRACT),Cannabis sativa
PROCANNA--HEMP OIL,Cannabis sativa
RESET BIOSCIENCE BALANCE 300MG 99%+ NANO LIPOSOMAL ORGANIC HEMP CBD,Cannabis sativa
R.L.V. 500MG HEMP EXTRACT ISOLATE,Cannabis sativa
TASTY GUMMIES FULL SPECTRUM HEMP OIL ASSORTED FRUIT FLAVORS 40 GUMMIES,Cannabis sativa
2 HITS OF MARIJUANA,Cannabis sativa
ACETAMINOPHEN/CODINE MEDICAL MARIJUANA,Cannabis sativa
DISPENSARY MARIJUANA PLANT AND WAX CARTRIDGES.,Cannabis sativa
DRUG - MARIJUANA,Cannabis sativa
EDIBLE MARIJUANA,Cannabis sativa
ILLEGAL MARIJUANA,Cannabis sativa
K2/MARIJUANA,Cannabis sativa
LEGALIZED MARIJUANA,Cannabis sativa
LEGAL MARIJUANA,Cannabis sativa
MARIJUANA,Cannabis sativa
MARIJUANA                                        (CANNABIS),Cannabis sativa
MARIJUANA  (CANNABIS,Cannabis sativa
MARIJUANA  (CANNABIS),Cannabis sativa
"MARIJUANA (CANNABIS, )",Cannabis sativa
"MARIJUANA (CANNABIS,)",Cannabis sativa
MARIJUANA (CANNABIS),Cannabis sativa
MARIJUANA(CANNABIS),Cannabis sativa
MARIJUANA (CANNABIS0,Cannabis sativa
"MARIJUANA                   (CANNABIS, CANNABIS SATIVA)",Cannabis sativa
"MARIJUANA (CANNABIS, CANNABIS SATIVA)",Cannabis sativa
MARIJUANA    (CANNABIS SATIVA),Cannabis sativa
MARIJUANA (CANNABIS SATIVA ),Cannabis sativa
MARIJUANA (CANNABIS SATIVA),Cannabis sativa
MARIJUANA (CANNABIS SATIVA) (CANNABIS SATIVA),Cannabis sativa
MARIJUANA (CANNABIS SATIVA)(CANNABIS SATIVA),Cannabis sativa
MARIJUANA (CANNABIS SATIVA) UNKNOWN,Cannabis sativa
MARIJUANA (CANNIBAS),Cannabis sativa
MARIJUANA (CANNIBIS SATIVA),Cannabis sativa
^MARIJUANA CREAM^,Cannabis sativa
MARIJUANA DROPS,Cannabis sativa
MARIJUANA EDIBLES,Cannabis sativa
MARIJUANA EXTRACT,Cannabis sativa
MARIJUANA FLOWER,Cannabis sativa
MARIJUANA FOR MEDICAL USE,Cannabis sativa
MARIJUANA GUMMIES,Cannabis sativa
MARIJUANA HERB DEVICE USED: LOKEE BRAND VAPE^,Cannabis sativa
"MARIJUANA HERB, THC OILS",Cannabis sativa
MARIJUANA KUSH,Cannabis sativa
MARIJUANA LIQUID,Cannabis sativa
MARIJUANA             (MARIJUANA),Cannabis sativa
MARIJUANA (MARIJUANA),Cannabis sativa
MARIJUANA(MARIJUANA),Cannabis sativa
MARIJUANA (MARIJUANA) UNKNOWN,Cannabis sativa
MARIJUANA (MEDICAL),Cannabis sativa
MARIJUANA (NO PREF. NAME),Cannabis sativa
MARIJUANA OIL,Cannabis sativa
MARIJUANA OIL VAPING,Cannabis sativa
MARIJUANA/SYNTHETIC PILL FORM OF MARIJUANA (CANNABIS SATIVA),Cannabis sativa
"MARIJUANA TBD HERB MEDICAL CENTER, 12509 OXNARD ST. N.HOLLYW",Cannabis sativa
MARIJUANA TINCTURE,Cannabis sativa
MARIJUANA VAPE,Cannabis sativa
MARIJUANA VAPING LIQUID,Cannabis sativa
MARIJUANA VAPING PRODUCT,Cannabis sativa
MARIJUANA WAX,Cannabis sativa
MEDICAL MARIJUANA,Cannabis sativa
MEDICAL MARIJUANA (CANNABIS SATIVA),Cannabis sativa
MEDICAL MARIJUANA CARD HOLDER,Cannabis sativa
MEDICAL MARIJUANA (MARIJUANA),Cannabis sativa
MEDICAL MARIJUANA OIL,Cannabis sativa
MEDICAL MARIJUANA (PRESCRIPTION),Cannabis sativa
MEDICAL MARIJUANA (RSO),Cannabis sativa
MEDICAL MARIJUANA TINCTURE OILS,Cannabis sativa
MEDICINAL MARIJUANA,Cannabis sativa
MEDICINAL MARIJUANA (CANNABIS SATIVA),Cannabis sativa
MED MARIJUANA,Cannabis sativa
OIL MARIJUANA,Cannabis sativa
"PAX 3 VAPORIZER ^NOTHING WAS OBTAINED, BUT DRIED MARIJUANA WAS USED IN THE PAX 3 DEVICE",Cannabis sativa
PLATINUM AND DANK BRAND MARIJUANA CARTRIDGES (VAPE THC\NICOTINE),Cannabis sativa
RECREATIONAL MARIJUANA,Cannabis sativa
"TETRAHYDROCANNABINOL (MARIJUANA,HASH)",Cannabis sativa
THC MARIJUANA,Cannabis sativa
THC (PURE MARIJUANA IN PILL FORM) PRN,Cannabis sativa
UNSPECIFIED MEDICAL MARIJUANA,Cannabis sativa
VAPE PEN (MARIJUANA),Cannabis sativa
VAPING MARIJUANA,Cannabis sativa
VAPORIZED MARIJUANA,Cannabis sativa
VAPORIZED MEDICINAL MARIJUANA,Cannabis sativa
"WAX, MARIJUANA",Cannabis sativa
WHITE RECLUSE MARIJUANA FLOWERS,Cannabis sativa
"ACIPHEX (AMINOPHENAZONE, BENZOCAINE, EPINEPHRINE HCL, HORSE CHESTNUT E",Aesculus hippocastanum
BLOOMS HORSE CHESTNUT,Aesculus hippocastanum
DIOSMIN/HESPERIDIN/HORSE CHESTNUT EXTRACT,Aesculus hippocastanum
HORSE CHESTNUT,Aesculus hippocastanum
HORSE CHESTNUT                     /01329701/,Aesculus hippocastanum
HORSE CHESTNUT 18% TRITERPENE GLYCOSIDES,Aesculus hippocastanum
HORSE CHESTNUT [AESCULUS HIPPOCASTANUM],Aesculus hippocastanum
HORSE CHESTNUT (AESCULUS HIPPOCASTANUM) (AESCULUS HIPPOCASTANUM)?,Aesculus hippocastanum
HORSE CHESTNUT EXTRACT,Aesculus hippocastanum
HORSE CHESTNUT EXTRACT (AESCULUS HIPPOCASTANUM EXTRACT),Aesculus hippocastanum
HORSE CHESTNUT EXTRACT (AESCULUS HIPPOCASTANUM EXTRACT) (AESCULUS HIPP,Aesculus hippocastanum
HORSE CHESTNUT EXTRACT (AESCULUS HIPPOCASTANUM EXTRACT)(AESCULUS HIPPOCASTANUM EXTRACT),Aesculus hippocastanum
HORSE CHESTNUT (FOR BACK),Aesculus hippocastanum
HORSE CHESTNUT (HORSE CHESTNUT EXTRACT),Aesculus hippocastanum
"HORSE CHESTNUT (HORSE CHESTNUT EXTRACT, EXTRACT)",Aesculus hippocastanum
HORSE CHESTNUT SEED EXTRACT,Aesculus hippocastanum
HORSE CHESTNUT (VENOSTATIN),Aesculus hippocastanum
NATURE'S WAY HORSE CHESTNUT STANDARDIZED,Aesculus hippocastanum
VENOSIN - SLOW RELEASE (HORSE CHESTNUT EXTRACT),Aesculus hippocastanum
VENOSTASIN (HORSE CHESTNUT),Aesculus hippocastanum
